Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type
160196AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160196,"Reaction to severe stress, and adjustment disorder",,,,Diagnosis,N/A
160197AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160197,Psychosomatic problems,Troubles psychosomatiques,,,Diagnosis,N/A
160198AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160198,"Psychological problem, other","Problème psychologique, autre",,,Diagnosis,N/A
160199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160199,Behavior disorder not due to alcohol and drugs,,,,Diagnosis,N/A
160200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160200,Mental or behavioral disorder due to alcohol or illicit drug use,,,,Diagnosis,N/A
160202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160202,Sexually transmitted chlamydial disease,,,,Diagnosis,N/A
160204AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160204,"Acute respiratory infection, other",,,,Diagnosis,N/A
160205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160205,Acute malnutrition,,,,Diagnosis,Coded
160206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160206,Urethritis or urethral syndrome,,,,Diagnosis,N/A
160207AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160207,Single spontaneous delivery,,,,Diagnosis,N/A
160208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160208,Urinary symptoms,,,,Diagnosis,N/A
160210AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160210,Labor and delivery complicated by intrapartum hemorrhage,,,,Diagnosis,N/A
160211AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160211,Multiple delivery,,,,Diagnosis,N/A
160212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160212,"Pregnancy, childbearing and family planning diagnoses",,,,ConvSet,N/A
160213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:160213,Male and female genital diagnoses,,,,ConvSet,N/A
199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:199,Helminthiasis,Helminthiase,,,Diagnosis,N/A
206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:206,Seizure,Convulsion,,,Diagnosis,Coded
230AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:230,Postpartum hemorrhage,Saignement post partum,,,Finding,Coded
460AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:460,Oedema,Oedème,,,Finding,Coded
48AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:48,"Pregnancy, miscarriage","Grossesse, fausse couche",,,Diagnosis,Coded
5018AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:5018,"Diarrhea, chronic",Diarrhée chronique,,,Symptom,N/A
512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:512,Rash,Eruption cutanées,,,Symptom/Finding,Coded
5258AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:5258,Poliomyelitis,Poliomyélite,,,Diagnosis,N/A
5340AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:5340,"HIV staging - candidiasis, ororespiratory tract","Phase VIH - candidiasis, voie ororespiratoire",,,Diagnosis,N/A
5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:5622,Other non-coded,,,,Misc,N/A
832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:832,Weight loss,Perte de poids,,,Finding,Boolean
840AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:840,Hematuria,Hématurie,,,Symptom/Finding,N/A
879AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:879,Pruritus,Prurit,,,Finding,N/A
892AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,false,CIEL:892,Varicella,Varicelle,,,Diagnosis,N/A
